label,message,year
normal,... Are you in the pub?,2019
normal,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",2019
normal,Yupz... I've oredi booked slots 4 my weekends liao... ,2019
normal,No message..no responce..what happend?,2017
normal,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",2020
normal,I love you soo much you don'’t understand how special you are to me ring you tomorrow love you.,2017
normal,This is a secret between you and I.,2020
normal,"Excellent, I'll see what riley's plans are",2016
normal,I love working from home :),2020
normal,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,2020
normal,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",2019
normal,Then. You are eldest know.,2019
normal,Oh ho. Is this the first time u use these type of words,2019
normal,"I can probably come by, everybody's done around  &lt;#&gt;  right?",2016
normal,I can't make it tonight,2019
normal,"Come round, it's . ",2016
normal,"Haha awesome, I might need to take you up on that, what you doin tonight?",2016
normal,"That's cool he'll be here all night, lemme know when you're around",2019
normal,I need... Coz i never go before ,2018
fraud,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",2020
fraud,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",2020
normal,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",2020
normal,Home so we can always chat,2017
normal,you can call me now...,2020
normal,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,2020
normal,I am using a Samsung phone.,2020
normal,Why do you ask princess?,2019
normal,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,2016
normal,DO NOT B LATE LOVE MUM,2020
normal,Which channel:-):-):):-).,2018
normal,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",2016
normal,Tell me they're female : how're you throwing in? We're deciding what all to get now,2016
normal,Double eviction this week - Spiral and Michael and good riddance to them!,2019
normal,I dont thnk its a wrong calling between us,2018
normal,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",2020
normal,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,2017
normal,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card.",2016
normal,There the size of elephant tablets & u shove um up ur ass!!,2018
normal,this is a good car but which is very costly.,2019
normal,"Garbage bags, eggs, jam, bread, hannaford wheat chex",2017
normal,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",2017
normal,Did you catch the bus? Are you frying an egg? Did you make a tea? Are you eating your mom's left over dinner? Do you feel my Love ?,2020
fraud,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",2018
normal,Ladies or gents? What type do you want?,2017
normal,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor..,2017
normal,"Yes papa, where are you?",2019
normal,Sweet heart how are you?,2020
normal,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,2019
normal,I am working at the Bosch Company.,2019
fraud,"You have won? 1,000 cash or a ?2,000 prize! To claim, call 09050000327",2019
normal,Maybe you should find something else to do instead???,2016
normal,That's y i said it's bad dat all e gals know u... Wat u doing now?,2018
normal,"Aight no rush, I'll ask jay",2016
normal,Compliments to you. Was away from the system. How your side.,2016
normal,"A sweet thought: ""Never get tired of doing little things for lovable persons.."" because..somtimes those little things occupy the biggest part in their Hearts.. good night",2018
normal,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",2020
normal,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour.",2020
normal,I wont touch you with out your permission.,2019
normal,"I think we're going to finn's now, come",2017
normal,Send this to your friends and receive something about your voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.full of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,2018
normal,"The table's occupied, I'm waiting by the tree",2017
normal,Din i tell u jus now 420,2019
normal,No no. I will check all rooms befor activities,2018
normal,"K will do, addie &amp; I are doing some art so I'll be here when you get home",2016
normal,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,2020
normal,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,2016
normal,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,2020
normal,Horrible bf... I now v hungry...,2018
normal,We need to discuss the challenges that we face in our everyday work and the steps we take to resolve those issues.,2017
normal,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,2019
fraud,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,2019
normal,Hey... Why don't we just go watch x-men and have lunch... Haha. ,2017
normal,Thinkin about someone is all good. No drugs for that,2019
normal,That’s fine. We’ll make it next time. ,2018
normal,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,2020
normal,I am taking you for italian food. How about a pretty dress with no panties? :),2020
normal,Jane refuses Bob’s invitation to go to the cinema because she has to attend a family gathering. ,2017
normal,What is the plural of the noun research?,2019
normal,Can you pls send me that company name. In saibaba colany,2017
normal,I cant pick the phone right now. Pls send a message,2017
normal,"Its ok, called mom instead have fun",2017
normal,"You are everywhere dirty, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",2017
normal,"Yup. Anything lor, if u dun wan it's ok...",2019
normal,Are you coming to day for class.,2017
normal,Did you receive my message?,2019
normal,Do you have any warranty for this watch?,2019
normal,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",2019
normal,Pls confirm the time to collect the cheque.,2017
fraud,Win a £1000 cash prize or a prize worth £5000,2020
normal,"That's fine, I will bitch at you about it later then",2018
normal,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,2018
normal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,2020
normal,So dont use hook up any how,2020
normal,"K, can that happen tonight?",2019
normal,I'm serious. You are in the money base,2016
normal,Tui! You dropped something!,2020
normal,Why tired what special there you had,2018
normal,U're welcome... Caught u using broken english again...,2019
normal,Eat at old airport road... But now 630 oredi... Got a lot of pple...,2017
normal,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,2018
normal,you wake up already? Thanks for  tau sar piah it's quite nice.,2017
normal,Yep get with the program. You're slacking.,2020
normal,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",2018
normal,"It's wylie, you in tampa or sarasota?",2016
normal,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,2020
normal,"Thank you. And by the way, I just lost.",2016
normal,All right are you at work?,2020
normal,"Hello, may I speak to Mr. Adams?",2020
normal,Unless it's a situation where YOU GO GURL would be more appropriate,2018
normal,Ok. How many should i buy.,2016
normal,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,2018
normal,He is the most eloquent speaker that I have ever heard.,2019
normal,I've not sent it. He can send me.,2020
normal,Then why you came to hostel.,2017
normal,Yeah but which is worse for i,2020
normal,Im good! I have been thinking about you...,2018
fraud,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,2020
normal,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",2019
normal,"Hope to see you soon. Wish you all the best in all your endeavors, Jane.",2020
normal,Dear where you will be when i reach there,2018
normal,Thinking of u ;) x,2017
normal,"Haha, my friend tyler literally just asked if you could get him a dubsack",2019
normal,I borrow your bag ok.,2018
normal,No problem. I will send to your email.,2019
normal,K actually can you guys meet me at the sunoco on howard? It should be right on the way,2018
normal,"Here is your water, sir. And here is the menu.",2018
normal,I am late. I will be there at,2020
normal,BOO BABE! you ENJOYINg YOURJOB? you SEEMED to be GETTIN ON WELL HUNNY!HOPE you are OK?TAKE CARE & I’LLSPEAK to you SOONLOTS OF LOVEME XXXX.,2020
fraud,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw.,2019
fraud,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,2019
normal,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,2017
normal,I'm really sorry I lit your hair on fire,2017
normal,"Do not lose heart if somehow you get rejected. Try to understand where you went wrong and how you can improve on those mistakes. However, I would suggest that you listen and read about different interview experiences by other people, so that you can learn from their mistakes!",2016
fraud,3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! ,2020
normal,"I don't know pa, i just drink milk.",2017
normal,"Don’t be upset. I think the book is based on our practical knowledge. It supports us to be creative. You know most of the students of our country like to cram and it’s so much harmful for them but they do not realize it. To avoid their cramming, the govt. has introduced the process. ",2018
normal,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,2020
normal,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,2019
normal,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",2018
normal,Ü ready then call me...,2017
normal,"The first round is usually a written or aptitude test. It can also be a technical test based on your domain expertise. Before anything else, you need to clear this round. I hope your CV has been peer-reviewed already?",2018
normal,"Im sorry bout last nite it wasn’t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",2017
normal,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,2016
normal,Went to ganesh dress shop,2019
normal,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,2019
normal,Probably a couple hours tops,2018
normal,What type of stuff do you sing?,2020
normal,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,2019
normal,Still otside le..u come 2morrow maga..,2020
normal,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,2017
normal,Ok enjoy . R u there in home.,2018
normal,Audrie lousy autocorrect,2018
fraud,"hello sir, i am from covid-19 center, those who are vaccinated they will get money by indian goverment please tell me account detail to deposit money in your account.",2018
normal,At home by the way,2020
normal,Guessin you ain't gonna be here before 9?,2017
normal,Now only i reached home. . . I am very tired now. . I will come tomorrow,2018
normal,Not course. Only maths one day one chapter with in one month we can finish.,2018
fraud,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,2018
normal,This pain couldn't have come at a worse time.,2018
normal,Merry christmas to u too annie!,2018
normal,"Please send me a comprehensive mail about who i'm paying, when and how much.",2016
normal,Gibbs unsold.mike hussey,2016
normal,Now project pa. After that only i can come.,2016
fraud,Congrats! 1 year special cinema pass for 2 is yours. Dont miss out! ,2018
normal,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",2019
fraud,"Hello sir , i am from panjab national bank.",2020
normal,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,2018
normal,Anytime...,2017
normal,"No, as he was wearing a cap so I couldn’t see his face because half of his face was covered with the cap.",2020
normal,"aight we can pick some up, you open before tonight?",2020
normal,Tell them you have a headache and just want to use 1 hour of sick time.,2017
normal,"Great to hear that. So apart from your communication skills and technical skills, which are the two most important factors to clear an interview, there are other things that you should also pay attention to.",2018
normal,Mm so you asked me not to call radio,2018
fraud,Dear you have been invited to XCHAT. This is our final attempt to contact you! Text CHAT to 86688,2019
normal,Yeah my usual guy's out of town but there're definitely people around I know,2017
normal,"But I think he deserved it. He looted as much as Rs 400, 000 from various people.",2016
normal,I will once i get home,2019
fraud,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,2020
normal,Alright i have a new goal now.,2017
normal,"That’s very appreciable. We hope your college will continue doing such glorious result in future. Thank you for giving me some of your valuable time, sir.",2017
normal,Just seeing your missed call my dear brother. Do have a gr8 day.,2020
normal,Let there be snow. Let there be snow. This kind of weather brings people together so friendships can grow.,2017
normal,Is there coming friday is leave for pongal?do you get any news from your work place.,2017
normal,Haha may be you are right... you know me well. the feeling of being liked by someone is good lor. you faster go find one then all gals in our group attached liao.,2016
normal,Yup ü not comin :-(,2020
normal,What can't be cured must be endured.,2020
normal,aathi..where are you dear..,2016
normal,"I am in tirupur, once you started from office call me.",2019
normal,Mm umma ask vava also to come tell him can play later together,2020
normal, &lt;#&gt;  in mca. But not conform.,2019
normal,"Hmmm.. Thanks sure got time to hope ard... Ya, can go for free about... Muz call you to discuss liao... ",2017
normal,Wot about on wed nite I am 3 then but only til 9!,2019
normal,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed.,2017
normal,"Dear, take care. I am just reaching home.love u a lot.",2019
normal,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",2017
normal,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",2017
normal,Ya very nice. . .be ready on thursday.,2016
normal,Even you don't get in trouble while convincing..just tell him once or twice and just tell neglect his msgs don't see and read it..just don't reply,2018
normal,"Just dropped em off, omw back now",2017
normal,Am in film ill call you later.,2017
normal,"I hav almost reached. Call, i m unable to connect u.",2016
normal,Mmm so yummy babe ... Nice jolt to the suzy.,2018
normal,"Awesome, I'll see you in a bit.",2016
normal,"This is one of the days you have a billion classes, right?",2016
normal,Have you got Xmas radio times. If not i will get it now,2020
normal,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,2020
normal,Lol yes. But it will add some spice to your day.,2017
normal,He goes for a walk at 6 O' clock daily in the morning.,2016
normal,"I did somehow manage to complete, but in the last 20-odd minutes I had to hurry so much that I guess I made quite a few mistakes. Which parts in the paper did you find particularly challenging?",2017
normal,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,2018
normal,Not getting anywhere with this damn job hunting over here!,2017
normal,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,2016
normal,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",2016
normal,Esplanade lor. Where else...,2020
normal,Well I might not come then...,2016
normal,"Sir believe me, I know them. They are all like this, they will be having many servers in US, UK and other countries and fake it.",2018
normal,Stupid.its not possible,2017
normal,No. On the way home. So if not for the long dry spell the season would have been over,2017
normal,Ok.,2016
normal,:-) yeah! Lol. Luckily i didn't have a starring role like you!,2019
normal,Don no da:)whats you plan?,2020
normal,Is that what time you want me to come?,2020
normal,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,2020
normal,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about you?",2016
normal,My drive can only be read. I need to write,2018
normal,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",2017
normal,"Yes, that’s perfect. Can I get it made right away?",2020
normal,"Sorry, I'll call you  later. I am in meeting sir.",2019
normal,"Oh fine, I'll be by tonight",2016
fraud,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,2018
normal,Havent still waitin as usual... Ü come back sch oredi?,2020
normal,"Yeah sure, give me a couple minutes to track down my wallet.",2016
normal,Many more happy returns of the day. I wish you happy birthday.,2018
normal,"Aight, we'll head out in a few",2018
normal,No b4 Thursday,2020
normal,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",2017
normal,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,2018
normal,Ya just telling abt tht incident..,2018
normal,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,2016
normal,what are your new years plans?,2016
normal,No need to buy lunch for me.. I eat maggi mee..,2018
normal,Actually i'm waiting for 2 weeks when they start putting ad.,2017
normal,"That's fine, have him give me a call if he knows what he wants or has any questions",2020
normal,Oh god. I'm gonna Google nearby cliffs now.,2017
normal,Excellent! Are you ready to moan and scream in ecstasy?,2020
normal,And I don't plan on staying the night but I prolly won't be back til late,2016
normal,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",2016
normal,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),2019
normal,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,2017
normal,Dun need to use dial up juz open da browser n surf...,2017
normal,No did you check? I got his detailed message now,2020
normal,Sorry de i went to shop.,2020
normal,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,2018
normal,Wat's da model num of ur phone?,2018
normal,Was it something u ate?,2020
normal,Please don't say like that. Hi hi hi,2017
normal,I not free today i haf 2 pick my parents up tonite...,2016
normal,Lol enjoy role playing much?,2019
normal,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",2017
normal,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,2019
normal,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,2019
normal,Good Morning my Dear........... Have a great &amp; successful day.,2017
normal,"Yes, cancer. Smoking causes many other diseases. It also affects our lunge.",2017
normal,Dai  &lt;#&gt;  naal eruku.,2020
normal,Depends on where u going lor.,2018
normal,"What will we do in the shower, baby?",2019
normal,I can't describe how lucky you are that I'm actually awake by noon,2020
normal,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",2017
normal,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,2017
normal,"Arraneged marriage is while you are walking unfortuntly a snake bites you. but love marriage is dancing in front of the snake &amp; sayin Bite me, bite me.",2020
normal,Oooh I got plenty of those!,2020
fraud,"hello sir this is your hdfc bank manager. your kyc has been expired.so you have to kyc your self, but due to covid setuation we are doing kyc online, pleae tell me your account detail.",2019
normal,Many times we lose our best ones bcoz we are ,2018
normal,Ok no prob. Take your time.,2017
normal,I dont want to hear anything,2018
normal,I never feel lonely because __________(4)_________ that live nearby. They are like my own brother and sister.,2017
normal,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,2020
normal,Joy's father is John. Then John is the NAME of Joy's father. Mandan,2019
normal,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",2020
normal,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",2019
normal,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",2019
normal,Hey i will be late ah... Meet you at 945+.,2018
normal,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",2019
normal,"HEY HEY WE ARE THE MONKEES PEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",2018
normal,That day you asked about anand number. Why:-),2020
fraud,hello sir i am from airtel customer care center we are doing verification of yours number that's why in your phone four digit opt will have send. tell me that otp.,2020
normal,Pls i wont belive god.not only jesus.,2018
fraud,"hello sir, tell me your credit/debit card mobile number and aadhar card.",2018
normal,I remain unconvinced that this isn't an elaborate test of my willpower,2018
normal,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,2019
normal,"Sorry sir, i will call you tomorrow.  senthil.hsbc",2019
normal,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,2017
normal,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",2016
normal,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,2017
normal,Why i come in between you people,2016
normal,We're on the opposite side from where we dropped you off,2020
normal,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,2017
normal,"Yes, I want to buy some books.",2020
normal,"I'd say that's a good sign but, well, you know my track record at reading women.",2018
normal,"Fuuuuck I need to stop sleepin, sup",2016
normal,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",2020
normal,Did u see what I posted on your Facebook?,2019
normal,U sick still can go shopping?,2017
normal,Unlimited texts. Limited minutes.,2016
normal,Should I be stalking u?,2020
fraud,"hello sir we are from covid-19 health care center, for vaccination call 7845963214",2020
normal,Pls dont restrict her from eating anythin she likes for the next two days.,2020
fraud,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",2020
fraud,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,2018
fraud,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",2019
normal,Joy's father is John. Then John is the NAME of Joy's father. Mandan,2019
fraud,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,2018
normal,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,2020
normal,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,2017
normal,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",2019
normal,ok do I need a login or anything,2019
normal,Hope you are not scared!,2017
normal,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",2020
fraud,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,2019
normal,aathi..where are you dear..,2016
normal,Is this the house you wanted to show us?,2020
fraud,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",2018
normal,Hey gals...U all wanna meet 4 dinner at nìte? ,2019
normal,Oh ic. I thought you meant mary jane.,2017
normal,"I‘ll leave around four, ok?",2017
normal,No way I'm going back there!,2019
normal,Where is it? ,2016
normal,:) ,2016
normal,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,2018
normal,COME BACK TO TAMPA FFFFUUUUUUU,2016
normal,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,2019
normal,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",2018
normal,I’d like to buy a good mobile phone set. Do you have any new model?,2016
normal,"Ok omw now, you at castor?",2020
normal,Should I tell my friend not to come round til like  &lt;#&gt; ish?,2020
normal,But if she.s drinkin i'm ok.,2016
normal,Hi da:)how is the todays class?,2017
normal,Congratulations your awarded either a years supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,2018
normal,No dear i do have free messages without any recharge. Hi hi hi,2018
normal,The bus leaves at  &lt;#&gt; ,2016
normal,Are you going to wipro interview today?,2019
normal,I would like to know about the incident of the 15th of March?,2019
normal,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,2017
fraud,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",2020
normal,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,2020
normal,Howz that persons story,2017
normal,"Uh, heads up we don't have THAT much left",2018
normal,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,2019
normal,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,2018
normal,Thank you. I like you as well...,2019
normal,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",2019
normal,Hahaha..use your brain dear,2019
normal,"K so am I, how much for an 8th? Fifty?",2019
normal,Lol! you drunkard! Just doing my hair at the moment. Yeah still up 4 to night. What's the plan? ,2019
normal,they are busy with wrong activities. They come to the college to spend the time. It is really a sorrowful matter.,2016
fraud,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",2019
normal,Already one guy loving you:-.,2018
normal,Convey my regards to him,2017
normal,I am great princess! What are you thinking about me? :),2016
normal,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,2018
normal,Thanks  and ! Or bomb and date as my phone wanted to say! ,2018
normal,Can you please send me my aunty's number,2019
normal,"I’ve been thinking about it for a while, but haven’t concretized anything so far.",2018
normal,Never mind it's ok..,2020
normal,Hurt me.Tease me.Make me cry... But and the end of my life when i die please keep one rose on my grave and say STUPID I MISS YOU.. HAVE A NICE DAY.,2018
normal,Yeah imma come over cause jay wants to do some drugs,2019
normal,Sounds great! Im going to sleep now. Have a good night!,2020
normal,Thank you princess! I want to see your nice juicy booty...,2018
normal,Sure. I think it’s a good idea. Can you help me with English though?,2019
normal,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,2017
normal,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,2018
normal,Aight what time you want me to come up?,2017
normal,So the sun is anti sleep medicine.,2020
